taxid,scientific_name,level,total,unique,signature,unique_signature,weighted_support,unique_weighted_support,superkingdom,phylum,class,order,family,genus,species
1860,Geodermatophilus,genus,19560,13434,4709,3371,9342,6529,2,201174,1760,1643682,85030,1860,
1861,Geodermatophilus obscurus,species,19556,13431,4709,3371,8978,6284,2,201174,1760,1643682,85030,1860,1861
2062,Streptomycetaceae,family,25850,17910,4517,3281,10518,7427,2,201174,1760,85011,2062,2062,2062
85011,Streptomycetales,order,25796,17874,4517,3281,11404,8027,2,201174,1760,85011,,,
85012,Streptosporangiales,order,14699,10445,4403,3330,7438,5434,2,201174,1760,85012,,,
34072,Variovorax,genus,24573,16616,4112,2830,8737,5975,2,1224,28216,80840,80864,34072,
1883,Streptomyces,genus,24985,17297,4017,2931,9104,6448,2,201174,1760,85011,2062,1883,1883
13687,Sphingomonas,genus,13898,9662,3831,2759,6424,4562,2,1224,28211,204457,41297,13687,
2083786,Devosia sp. I507,species,17015,10729,3754,2460,7658,4915,2,1224,28211,356,45401,46913,2083786
2004,Streptosporangiaceae,family,9099,6574,3700,2822,5152,3847,2,201174,1760,85012,2004,,
528191,Paenibacillus xylanexedens,species,5449,3744,3643,2486,4490,3079,2,1239,91061,1385,186822,44249,528191
2040,Aeromicrobium,genus,9069,6327,3475,2465,4746,3339,2,201174,1760,85009,85015,2040,
963,Herbaspirillum,genus,16072,9174,3463,1940,6539,3704,2,1224,28216,80840,75682,963,
2614638,Microbacterium sp. ST-M6,species,5418,4205,3424,2735,3815,3034,2,201174,1760,85006,85023,33882,2614638
29580,Janthinobacterium,genus,15609,8914,3401,1918,6663,3776,2,1224,28216,80840,75682,29580,
433,Acetobacteraceae,family,8902,5998,3364,2368,4777,3309,2,1224,28211,204441,433,,
149698,Massilia,genus,18414,11027,3361,2025,6963,4162,2,1224,28216,80840,75682,149698,
162491,Oerskovia,genus,10714,7227,3219,2199,4887,3322,2,201174,1760,85006,85016,162491,
1179673,Oerskovia sp. KBS0722,species,10710,7223,3215,2196,4472,3045,2,201174,1760,85006,85016,162491,1179673
1762,Mycobacteriaceae,family,12270,8453,2890,2075,5223,3668,2,201174,1760,85007,1762,,
2000,Streptosporangium,genus,6211,4564,2765,2134,3652,2771,2,201174,1760,85012,2004,2000,
85017,Promicromonosporaceae,family,25248,17152,2761,2006,9586,6621,2,201174,1760,85006,85017,,
106589,Cupriavidus,genus,20313,12278,2676,1639,6655,4032,2,1224,28216,80840,119060,106589,
186817,Bacillaceae,family,4024,2852,2603,1842,3190,2258,2,1239,91061,1385,186817,,
202907,Collimonas,genus,10228,5724,2458,1393,4511,2521,2,1224,28216,80840,75682,202907,
125216,Roseomonas,genus,4407,3076,2410,1723,2912,2068,2,1224,28211,204441,433,125216,
32008,Burkholderia,genus,17164,10173,2374,1420,5799,3434,2,1224,28216,80840,119060,32008,
41294,Bradyrhizobiaceae,family,15941,10343,2343,1502,5933,3841,2,1224,28211,356,41294,,
335929,Erythrobacteraceae,family,9406,6405,2296,1593,4701,3244,2,1224,28211,204457,335929,,
1708,Cellulomonas fimi,species,19750,13384,2276,1678,5894,4130,2,201174,1760,85006,85016,1707,1708
1839,Nocardioides,genus,13393,9281,2262,1657,4635,3290,2,201174,1760,85009,85015,1839,
12916,Acidovorax,genus,21238,14217,2235,1553,6141,4177,2,1224,28216,80840,80864,12916,
2759,Eukaryota,superkingdom,19688,12668,2213,1568,10932,7105,2759,,,,,,
204455,Rhodobacterales,order,16887,10965,2211,1491,7335,4814,2,1224,28211,204455,,,
69277,Phyllobacteriaceae,family,16504,10770,2206,1466,6323,4147,2,1224,28211,356,69277,,
1736675,Devosia sp. A16,species,10143,6324,2090,1319,4040,2543,2,1224,28211,356,45401,46913,1736675
31989,Rhodobacteraceae,family,16057,10424,2046,1401,5874,3880,2,1224,28211,204455,31989,,
1461584,Arthrobacter saudimassiliensis,species,5650,3761,1989,1346,2686,1799,2,201174,1760,85006,1268,1663,1461584
135614,Xanthomonadales,order,10713,6782,1977,1235,4775,3029,2,1224,1236,135614,,,
84593,Verrucosispora,genus,8692,6152,1939,1376,4127,2932,2,201174,1760,85008,28056,84593,
32033,Xanthomonadaceae,family,9205,5845,1734,1090,3698,2355,2,1224,1236,135614,32033,,
709883,Micromonospora zamorensis,species,11700,8270,1715,1284,3443,2498,2,201174,1760,85008,28056,1873,709883
2003551,Cellulomonas sp. PSBB021,species,17609,11680,1708,1219,4865,3321,2,201174,1760,85006,85016,1707,2003551
379,Rhizobium,genus,12695,8185,1702,1157,4402,2888,2,1224,28211,356,82115,379,
1003110,Verrucosispora maris,species,8653,6126,1701,1209,2695,1925,2,201174,1760,85008,28056,84593,1003110
2079793,Aeromicrobium sp. 592,species,5157,3565,1687,1206,2512,1765,2,201174,1760,85009,85015,2040,2079793
2070,Pseudonocardiaceae,family,17400,11989,1664,1208,5716,3995,2,201174,1760,85010,2070,,
85010,Pseudonocardiales,order,17400,11989,1664,1208,6342,4425,2,201174,1760,85010,,,
68287,Mesorhizobium,genus,12790,8354,1648,1109,4381,2890,2,1224,28211,356,69277,68287,
152267,Pigmentiphaga,genus,8913,4988,1634,923,3300,1861,2,1224,28216,80840,506,152267,
119045,Methylobacteriaceae,family,9255,6113,1617,1120,3546,2381,2,1224,28211,356,119045,,
206389,Rhodocyclales,order,12311,7466,1594,907,5268,3140,2,1224,28216,206389,,,
47420,Hydrogenophaga,genus,14657,9939,1593,1122,4216,2906,2,1224,28216,80840,80864,47420,
303379,Herminiimonas,genus,5534,2928,1587,828,2736,1437,2,1224,28216,80840,75682,303379,
41295,Rhodospirillaceae,family,11031,7185,1433,922,3823,2482,2,1224,28211,204441,41295,,
11,Cellulomonas gilvus,species,15428,10281,1331,917,3996,2721,2,201174,1760,85006,85016,1707,11
1865,Actinoplanes,genus,10495,7288,1316,905,3606,2509,2,201174,1760,85008,28056,1865,
2591145,Cellulomonas sp. Y8,species,13254,8909,1275,929,3415,2373,2,201174,1760,85006,85016,1707,2591145
34073,Variovorax paradoxus,species,15125,10258,1246,875,3529,2436,2,1224,28216,80840,80864,34072,34073
400634,Lysinibacillus,genus,2420,1726,1238,877,1669,1184,2,1239,91061,1385,186817,400634,
48736,Ralstonia,genus,12962,7653,1237,706,3689,2175,2,1224,28216,80840,119060,48736,
28065,Rhodoferax,genus,12530,8387,1207,820,3397,2304,2,1224,28216,80840,80864,28065,
157920,Cellulosimicrobium,genus,13779,9313,1151,841,4101,2848,2,201174,1760,85006,85017,157920,
283,Comamonas,genus,12400,8076,1149,743,3250,2098,2,1224,28216,80840,80864,283,
165695,Sphingobium,genus,6713,4611,1114,777,2472,1728,2,1224,28211,204457,41297,165695,
374,Bradyrhizobium,genus,9388,6072,1108,699,2915,1872,2,1224,28211,356,41294,374,
206351,Neisseriales,order,9916,5858,1092,617,4096,2394,2,1224,28216,206351,,,
1822464,Paraburkholderia,genus,10182,5852,1087,604,3233,1832,2,1224,28216,80840,119060,1822464,
7711,Chordata,phylum,4122,2706,1084,777,2325,1568,2759,7711,,,,,
145358,Bogoriellaceae,family,8467,5715,1076,779,2886,1991,2,201174,1760,85006,145358,,
154116,Georgenia,genus,8467,5715,1076,779,2625,1817,2,201174,1760,85006,145358,154116,
204773,Herminiimonas arsenicoxydans,species,4012,2115,1069,548,1700,878,2,1224,28216,80840,75682,303379,204773
2008794,Zoogloeaceae,family,9413,5797,1055,630,3164,1922,2,1224,28216,206389,2008794,,
1386,Bacillus,genus,1754,1256,1051,745,1258,894,2,1239,91061,1385,186817,1386,
40674,Mammalia,class,3730,2444,1023,734,2021,1370,2759,7711,40674,,,,
2202249,Streptosporangium sp. 'caverna',species,4124,3027,1003,780,1843,1396,2,201174,1760,85012,2004,2000,2202249
361177,Altererythrobacter,genus,5285,3593,998,691,1999,1379,2,1224,28211,204457,335929,361177,
2497863,Janthinobacterium sp. 17J80-10,species,4535,2562,997,558,1658,920,2,1224,28216,80840,75682,29580,2497863
85025,Nocardiaceae,family,11080,7564,994,707,3421,2367,2,201174,1760,85007,85025,,
305976,Pusillimonas,genus,3401,1860,989,553,1573,872,2,1224,28216,80840,506,305976,
32003,Nitrosomonadales,order,7334,4359,966,543,3063,1799,2,1224,28216,32003,,,
9443,Primates,order,2376,1599,958,684,1450,1004,2759,7711,40674,9443,,,
1866885,Mycolicibacterium,genus,7845,5416,940,667,2455,1724,2,201174,1760,85007,1762,1866885,
2593958,Alcaligenaceae bacterium SJ-26,species,5736,3120,924,462,1825,959,2,1224,28216,80840,506,2593958,2593958
93217,Pandoraea,genus,7354,4175,917,515,2312,1305,2,1224,28216,80840,119060,93217,
407,Methylobacterium,genus,7154,4711,914,617,2287,1526,2,1224,28211,356,119045,407,
2488560,Pigmentiphaga sp. H8,species,6017,3397,904,537,1674,975,2,1224,28216,80840,506,152267,2488560
1763,Mycobacterium,genus,7653,5280,899,640,2392,1676,2,201174,1760,85007,1762,1763,
85698,Achromobacter xylosoxidans,species,18573,10883,888,521,3606,2130,2,1224,28216,80840,506,222,85698
91347,Enterobacterales,order,4822,2885,888,548,2122,1285,2,1224,1236,91347,,,
2001,Streptosporangium roseum,species,3982,2922,869,688,1684,1287,2,201174,1760,85012,2004,2000,2001
1653,Corynebacteriaceae,family,4652,3219,853,614,1712,1199,2,201174,1760,85007,1653,,
1716,Corynebacterium,genus,4665,3225,852,613,1573,1101,2,201174,1760,85007,1653,1716,
375286,Janthinobacterium sp. Marseille,species,3629,2001,838,477,1463,818,2,1224,28216,80840,75682,29580,375286
165696,Novosphingobium,genus,5021,3417,830,576,1765,1219,2,1224,28211,204457,41297,165696,
285665,Micromonospora coriariae,species,10530,7381,821,572,2307,1621,2,201174,1760,85008,28056,1873,285665
235888,Salinibacterium,genus,1681,1242,795,639,960,751,2,201174,1760,85006,85023,235888,
52972,Polaromonas,genus,8378,5656,791,545,2290,1557,2,1224,28216,80840,80864,52972,52972
28221,Deltaproteobacteria,class,4593,2961,763,540,2138,1413,2,1224,28221,,,,
1499392,Chromobacteriaceae,family,7356,4318,756,444,2424,1412,2,1224,28216,206351,1499392,,
2079791,Salinibacterium sp. CGMCC 1.16371,species,1166,885,748,602,812,646,2,201174,1760,85006,85023,235888,2079791
9604,Hominidae,family,2372,1596,740,531,1210,846,2759,7711,40674,9443,9604,,
186818,Planococcaceae,family,1910,1343,739,519,1234,868,2,1239,91061,1385,186818,,
279058,Collimonas arenae,species,4956,2730,735,419,1546,859,2,1224,28216,80840,75682,202907,279058
673534,Plantactinospora,genus,7865,5474,734,514,2819,1972,2,201174,1760,85008,28056,673534,
186801,Clostridia,class,1352,937,723,526,940,668,2,1239,186801,,,,
186802,Clostridiales,order,1332,923,711,518,891,635,2,1239,186801,186802,,,
158899,Collimonas fungivorans,species,5480,3100,700,415,1571,896,2,1224,28216,80840,75682,202907,158899
83614,Luteimonas,genus,2294,1452,697,452,991,638,2,1224,1236,135614,32033,83614,
85021,Intrasporangiaceae,family,10405,7124,690,502,2943,2045,2,201174,1760,85006,85021,,
1940612,Pigmentiphaga aceris,species,3541,1918,684,361,1116,598,2,1224,28216,80840,506,152267,1940612
212743,Rhizobacter,genus,7724,5176,680,450,2135,1437,2,1224,28216,80840,212743,212743,
191,Azospirillum,genus,5275,3449,677,442,1613,1052,2,1224,28211,204441,41295,191,
76892,Caulobacteraceae,family,6331,4145,673,463,2051,1357,2,1224,28211,204458,76892,,
204458,Caulobacterales,order,6331,4145,673,463,2405,1589,2,1224,28211,204458,,,
254250,Isoptericola,genus,10769,7260,669,464,2778,1901,2,201174,1760,85006,85017,254250,
316612,Methylibium,genus,9490,6432,666,478,2519,1745,2,1224,28216,80840,316612,316612,
1827,Rhodococcus,genus,7921,5441,663,482,2083,1462,2,201174,1760,85007,85025,1827,
463040,Bordetella genomosp. 13,species,7006,3947,655,379,1529,876,2,1224,28216,80840,506,517,463040
94624,Bordetella petrii,species,6161,3509,645,373,1381,797,2,1224,28216,80840,506,517,94624
135619,Oceanospirillales,order,4979,3028,641,365,1916,1149,2,1224,1236,135619,,,
2169540,Lysinibacillus sp. 2017,species,1430,1014,634,440,828,581,2,1239,91061,1385,186817,400634,2169540
1632780,Phreatobacter,genus,9249,5904,621,396,2738,1747,2,1224,28211,1632780,1632780,1632780,
257708,Roseomonas gilardii,species,3037,2118,617,438,1169,833,2,1224,28211,204441,433,125216,257708
12960,Azoarcus,genus,5977,3633,612,356,1622,970,2,1224,28216,206389,2008794,12960,
29,Myxococcales,order,2958,1965,599,435,1243,855,2,1224,28221,29,,,
1007105,Pusillimonas sp. T7-7,species,1726,947,599,331,804,445,2,1224,28216,80840,506,305976,1007105
2006110,Luteimonas sp. 100111,species,908,601,590,386,657,429,2,1224,1236,135614,32033,83614,2006110
28105,Sinorhizobium,genus,5809,3767,584,388,1701,1117,2,1224,28211,356,82115,28105,
436515,Variovorax boronicumulans,species,9087,6224,581,386,1829,1240,2,1224,28216,80840,80864,34072,436515
2614639,Microbacterium sp. L-031,species,5623,3919,574,398,2344,1630,2,201174,1760,85006,85023,33882,2614639
1525371,Neorhizobium,genus,4065,2541,567,371,1336,850,2,1224,28211,356,82115,1525371,
341045,Herbaspirillum hiltneri,species,4613,2603,566,308,1250,694,2,1224,28216,80840,75682,963,341045
255475,Aurantimonadaceae,family,4940,3216,561,373,1679,1098,2,1224,28211,356,255475,,
1344552,Noviherbaspirillum,genus,2816,1625,557,328,1092,627,2,1224,28216,80840,75682,1344552,
2601898,Noviherbaspirillum sp. UKPF54,species,2805,1616,557,328,943,545,2,1224,28216,80840,75682,1344552,2601898
9605,Homo,genus,2369,1593,557,406,971,682,2759,7711,40674,9443,9604,9605,
9606,Homo sapiens,species,2369,1593,557,406,876,622,2759,7711,40674,9443,9604,9605,9606
1842727,Rhodoferax koreense,species,6516,4403,555,366,1377,930,2,1224,28216,80840,80864,28065,1842727
1877,Micromonospora echinospora,species,7306,5161,551,405,1370,994,2,201174,1760,85008,28056,1873,1877
2107713,Aeromicrobium sp. A1-2,species,2702,1875,551,407,1097,780,2,201174,1760,85009,85015,2040,2107713
165697,Sphingopyxis,genus,3666,2560,535,380,1270,898,2,1224,28211,204457,41297,165697,
507,Alcaligenes,genus,2702,1455,535,280,1044,556,2,1224,28216,80840,506,507,
356851,Micromonospora chokoriensis,species,9802,6803,534,388,2033,1424,2,201174,1760,85008,28056,1873,356851
1742993,Pseudarthrobacter,genus,5031,3376,532,371,1809,1229,2,201174,1760,85006,1268,1742993,
80865,Delftia,genus,7485,4908,530,330,1764,1150,2,1224,28216,80840,80864,80865,
83681,Nonomuraea,genus,3985,2778,530,398,1353,969,2,201174,1760,85012,2004,83681,83681
648800,Solibacillus,genus,1454,1037,528,383,860,616,2,1239,91061,1385,186818,648800,
85413,Bosea,genus,4906,3196,526,353,1422,937,2,1224,28211,356,41294,85413,
279113,Collimonas pratensis,species,4442,2437,518,280,1250,676,2,1224,28216,80840,75682,202907,279113
57493,Kocuria,genus,6097,4089,513,359,1701,1150,2,201174,1760,85006,1268,57493,
357,Agrobacterium,genus,6233,4018,511,328,1803,1167,2,1224,28211,356,82115,357,
1921582,Orrella,genus,5747,3294,509,308,1673,986,2,1224,28216,80840,506,1921582,
1851544,Orrella dioscoreae,species,5746,3293,509,308,1208,724,2,1224,28216,80840,506,1921582,1851544
2585135,Georgenia sp. Z294,species,3882,2603,508,381,1015,719,2,201174,1760,85006,145358,154116,2585135
1034889,Variovorax sp. HW608,species,6862,4652,504,341,1419,969,2,1224,28216,80840,80864,34072,1034889
225326,Corynebacterium halotolerans,species,910,658,497,359,572,415,2,201174,1760,85007,1653,1716,225326
123899,Bordetella trematum,species,5168,2899,496,296,1094,633,2,1224,28216,80840,506,517,123899
1649468,Melaminivora,genus,7243,4873,494,350,1749,1185,2,1224,28216,80840,80864,1649468,
1041,Erythrobacter,genus,4060,2764,494,331,1307,881,2,1224,28211,204457,335929,1041,
964,Herbaspirillum seropedicae,species,5799,3323,492,288,1363,782,2,1224,28216,80840,75682,963,964
1331258,Bordetella pseudohinzii,species,6043,3388,479,284,1216,695,2,1224,28216,80840,506,517,1331258
2025949,Herbaspirillum sp. meg3,species,3304,1813,471,257,972,532,2,1224,28216,80840,75682,963,2025949
1710,Cellulosimicrobium cellulans,species,13288,8975,462,347,2648,1848,2,201174,1760,85006,85017,157920,1710
1847,Pseudonocardia,genus,5533,3745,461,325,1436,989,2,201174,1760,85010,2070,1847,
35493,Streptophyta,phylum,8881,5621,459,331,4121,2649,2759,35493,,,,,
80867,Acidovorax avenae,species,9235,6284,458,333,1646,1144,2,1224,28216,80840,80864,12916,80867
32002,Achromobacter denitrificans,species,14370,8429,457,262,2442,1440,2,1224,28216,80840,506,222,32002
795665,Hydrogenophaga sp. PBC,species,6068,4145,455,336,1240,875,2,1224,28216,80840,80864,47420,795665
88,Leptothrix,genus,8476,5686,454,314,2080,1417,2,1224,28216,80840,88,88,
1809410,Herminiimonas arsenitoxidans,species,2450,1337,454,247,882,476,2,1224,28216,80840,75682,303379,1809410
217204,Achromobacter insolitus,species,8033,4756,452,253,1490,890,2,1224,28216,80840,506,222,217204
413882,[Polyangium] brachysporum,species,9894,6681,450,333,2192,1524,2,1224,28216,80840,413882,413882,413882
31957,Propionibacteriaceae,family,6206,4276,449,321,1740,1219,2,201174,1760,85009,31957,,
60919,Sanguibacter,genus,6229,4072,444,305,1650,1102,2,201174,1760,85006,145360,60919,
145360,Sanguibacteraceae,family,6229,4072,444,305,1917,1273,2,201174,1760,85006,145360,,
60920,Sanguibacter keddieii,species,6216,4062,444,305,1324,891,2,201174,1760,85006,145360,60919,60920
335928,Xanthobacteraceae,family,5812,3732,444,312,1694,1108,2,1224,28211,356,335928,,
28256,Halomonadaceae,family,3661,2273,442,254,1232,748,2,1224,1236,135619,28256,,
1758194,Achromobacter sp. AONIH1,species,8357,4842,440,243,1415,816,2,1224,28216,80840,506,222,1758194
125316,Beutenbergiaceae,family,6835,4549,436,305,1996,1347,2,201174,1760,85006,125316,,
76634,Mycetocola,genus,1062,737,433,302,569,398,2,201174,1760,85006,85023,76634,
2079792,Mycetocola sp. 449,species,1061,736,433,302,533,372,2,201174,1760,85006,85023,76634,2079792
28067,Rubrivivax,genus,7724,5218,432,312,1885,1303,2,1224,28216,80840,28067,28067,
135613,Chromatiales,order,3940,2434,431,252,1386,847,2,1224,1236,135613,,,
47858,Micromonospora echinofusca,species,8601,6048,424,304,1423,1013,2,201174,1760,85008,28056,1873,47858
463025,Bordetella bronchialis,species,5112,2885,422,247,1041,600,2,1224,28216,80840,506,517,463025
164546,Cupriavidus taiwanensis,species,7003,4332,420,255,1273,790,2,1224,28216,80840,119060,106589,164546
55508,Janthinobacterium agaricidamnosum,species,4729,2739,415,239,1061,615,2,1224,28216,80840,75682,29580,55508
1881016,Achromobacter sp. MFA1 R4,species,7897,4573,410,237,1447,850,2,1224,28216,80840,506,222,1881016
945844,Massilia oculi,species,3412,2034,408,282,833,531,2,1224,28216,80840,75682,149698,945844
463014,Bordetella flabilis,species,3896,2162,394,225,870,487,2,1224,28216,80840,506,517,463014
40323,Stenotrophomonas,genus,3775,2398,394,235,1141,724,2,1224,1236,135614,32033,40323,
2126319,Variovorax sp. PMC12,species,8994,6117,393,277,1672,1149,2,1224,28216,80840,80864,34072,2126319
265,Paracoccus,genus,4182,2718,392,267,1156,766,2,1224,28211,204455,31989,265,
1746199,Bordetella sp. N,species,4549,2558,385,218,923,531,2,1224,28216,80840,506,517,1746199
75697,Castellaniella defragrans,species,4002,2340,385,233,887,532,2,1224,28216,80840,506,359336,75697
359336,Castellaniella,genus,4002,2340,385,233,1148,679,2,1224,28216,80840,506,359336,
2583243,Micromonospora sp. HM134,species,8142,5738,381,275,1293,926,2,201174,1760,85008,28056,1873,2583243
33877,Agromyces,genus,5851,4038,380,282,1493,1055,2,201174,1760,85006,85023,33877,
543,Enterobacteriaceae,family,2567,1547,380,246,938,579,2,1224,1236,91347,543,,
33057,Thauera,genus,4860,3016,378,232,1217,748,2,1224,28216,206389,2008794,33057,
139208,Isoptericola variabilis,species,7131,4769,377,258,1365,923,2,201174,1760,85006,85017,254250,139208
2012,Thermomonosporaceae,family,4500,3125,377,271,1343,940,2,201174,1760,85012,2012,,
2483799,Georgenia sp. ZLJ0423,species,3638,2464,375,264,839,578,2,201174,1760,85006,145358,154116,2483799
1416806,Bordetella genomosp. 8,species,4982,2730,372,214,994,565,2,1224,28216,80840,506,517,1416806
2028345,Pusillimonas sp. ye3,species,1863,1013,371,208,610,345,2,1224,28216,80840,506,305976,2028345
2509614,Rhodoferax sp. CHu59-6-5,species,4593,3077,370,261,972,667,2,1224,28216,80840,80864,28065,2509614
186803,Lachnospiraceae,family,607,426,369,275,447,325,2,1239,186801,186802,186803,,
1763538,Paenibacillus crassostreae,species,455,323,367,261,389,278,2,1239,91061,1385,186822,44249,1763538
1416803,Bordetella genomosp. 9,species,4089,2278,366,200,863,477,2,1224,28216,80840,506,517,1416803
1678028,Massilia sp. NR 4-1,species,3812,2227,363,218,858,503,2,1224,28216,80840,75682,149698,1678028
103855,Bordetella hinzii,species,6465,3621,362,213,1192,673,2,1224,28216,80840,506,517,103855
2014887,Herbaspirillum robiniae,species,5343,3082,361,218,1071,623,2,1224,28216,80840,75682,963,2014887
1082930,Pelagibacterium,genus,3309,2065,361,234,1153,741,2,1224,28211,356,45401,1082930,
531813,Pelagibacterium halotolerans,species,3294,2061,361,234,952,616,2,1224,28211,356,45401,1082930,531813
65047,Mitsuaria,genus,5854,4040,360,252,1429,998,2,1224,28216,80840,65047,65047,
47857,Micromonospora echinaurantiaca,species,9071,6352,358,257,1390,980,2,201174,1760,85008,28056,1873,47857
1813,Amycolatopsis,genus,5616,3902,354,265,1345,954,2,201174,1760,85010,2070,1813,
1643450,Devosia sp. H5989,species,11082,7068,348,235,3019,1960,2,1224,28211,356,45401,46913,1643450
293088,Martelella,genus,2615,1713,348,225,846,551,2,1224,28211,356,255475,293088,
946333,Rhizobacter gummiphilus,species,3862,2588,340,225,801,539,2,1224,28216,80840,212743,212743,946333
34102,Sphaerotilus,genus,7204,4840,336,232,1650,1134,2,1224,28216,80840,34102,34102,
