taxid,scientific_name,level,total,unique,signature,unique_signature,weighted_support,unique_weighted_support,superkingdom,phylum,class,order,family,genus,species
2497860,Cellulosilyticum sp. WCF-2,species,1195,1181,103,103,522,517,2,1239,186801,186802,186803,698776,2497860
7711,Chordata,phylum,447,393,103,103,200,193,2759,7711,,,,,
2507935,Cohnella sp. HS21,species,186,186,98,98,121,121,2,1239,91061,1385,186822,329857,2507935
35493,Streptophyta,phylum,803,685,92,92,338,320,2759,35493,,,,,
91347,Enterobacterales,order,504,492,92,92,202,201,2,1224,1236,91347,,,
32630,synthetic construct,species,1400,1015,91,77,352,296,32630,32630,32630,32630,32630,32630,32630
145358,Bogoriellaceae,family,1123,1118,91,91,337,336,2,201174,1760,85006,145358,,
154116,Georgenia,genus,1123,1118,91,91,299,298,2,201174,1760,85006,145358,154116,
648800,Solibacillus,genus,244,244,91,91,148,148,2,1239,91061,1385,186818,648800,
85015,Nocardioidaceae,family,1515,1506,89,89,410,407,2,201174,1760,85009,85015,,
357,Agrobacterium,genus,909,909,86,86,281,281,2,1224,28211,356,82115,357,
85007,Corynebacteriales,order,2022,2018,85,85,684,683,2,201174,1760,85007,,,
41297,Sphingomonadaceae,family,866,861,83,83,270,269,2,1224,28211,204457,41297,,
55080,Brevibacillus,genus,162,162,83,83,108,108,2,1239,91061,1385,186822,55080,
41295,Rhodospirillaceae,family,888,887,82,82,265,264,2,1224,28211,204441,41295,,
374,Bradyrhizobium,genus,783,782,81,80,219,218,2,1224,28211,356,41294,374,
976,Bacteroidetes,phylum,355,354,80,80,183,183,2,976,,,,,
709883,Micromonospora zamorensis,species,578,577,77,77,181,180,2,201174,1760,85008,28056,1873,709883
119045,Methylobacteriaceae,family,784,783,72,72,241,241,2,1224,28211,356,119045,,
28105,Sinorhizobium,genus,749,749,72,72,217,217,2,1224,28211,356,82115,28105,
2585135,Georgenia sp. Z294,species,529,528,72,72,139,139,2,201174,1760,85006,145358,154116,2585135
77133,uncultured bacterium,species,510,510,72,72,194,194,2,77133,77133,77133,77133,77133,77133
32008,Burkholderia,genus,673,672,71,71,204,204,2,1224,28216,80840,119060,32008,
285665,Micromonospora coriariae,species,559,559,71,71,164,164,2,201174,1760,85008,28056,1873,285665
85030,Geodermatophilaceae,family,376,375,70,70,140,140,2,201174,1760,1643682,85030,,
1643682,Geodermatophilales,order,376,375,70,70,158,157,2,201174,1760,1643682,,,
1268,Micrococcaceae,family,1746,1739,65,64,459,457,2,201174,1760,85006,1268,,
255475,Aurantimonadaceae,family,617,614,60,59,204,202,2,1224,28211,356,255475,,
28221,Deltaproteobacteria,class,494,492,59,59,210,209,2,1224,28221,,,,
40674,Mammalia,class,353,299,59,59,126,121,2759,7711,40674,,,,
399,Neorhizobium galegae,species,335,335,57,57,108,108,2,1224,28211,356,82115,1525371,399
2070,Pseudonocardiaceae,family,1451,1445,55,55,375,375,2,201174,1760,85010,2070,,
85010,Pseudonocardiales,order,1451,1445,55,55,466,465,2,201174,1760,85010,,,
76853,Solibacillus silvestris,species,181,181,54,54,90,90,2,1239,91061,1385,186818,648800,76853
1839,Nocardioides,genus,864,861,53,53,203,202,2,201174,1760,85009,85015,1839,
135614,Xanthomonadales,order,521,520,52,52,179,179,2,1224,1236,135614,,,
29,Myxococcales,order,332,331,50,50,127,127,2,1224,28221,29,,,
33958,Lactobacillaceae,family,176,176,50,50,83,83,2,1239,91061,186826,33958,,
1578,Lactobacillus,genus,169,169,49,49,78,78,2,1239,91061,186826,33958,1578,
254250,Isoptericola,genus,2877,2861,48,48,760,755,2,201174,1760,85006,85017,254250,
407,Methylobacterium,genus,573,573,47,47,149,149,2,1224,28211,356,119045,407,
543,Enterobacteriaceae,family,289,277,47,47,101,99,2,1224,1236,91347,543,,
9443,Primates,order,244,192,47,47,82,78,2759,7711,40674,9443,,,
2614638,Microbacterium sp. ST-M6,species,149,149,47,47,62,62,2,201174,1760,85006,85023,33882,2614638
356851,Micromonospora chokoriensis,species,520,518,45,45,140,139,2,201174,1760,85008,28056,1873,356851
106589,Cupriavidus,genus,496,496,45,45,136,136,2,1224,28216,80840,119060,106589,
162491,Oerskovia,genus,2750,2730,44,44,802,796,2,201174,1760,85006,85016,162491,
1179673,Oerskovia sp. KBS0722,species,2746,2726,44,44,582,578,2,201174,1760,85006,85016,162491,1179673
191,Azospirillum,genus,403,402,43,43,109,109,2,1224,28211,204441,41295,191,
117743,Flavobacteriia,class,136,135,41,41,73,73,2,976,117743,,,,
200644,Flavobacteriales,order,136,135,41,41,71,71,2,976,117743,200644,,,
49546,Flavobacteriaceae,family,132,131,41,41,67,67,2,976,117743,200644,49546,,
32033,Xanthomonadaceae,family,430,429,40,40,126,126,2,1224,1236,135614,32033,,
149698,Massilia,genus,343,343,40,40,98,98,2,1224,28216,80840,75682,149698,
9604,Hominidae,family,241,189,39,39,71,68,2759,7711,40674,9443,9604,,
293088,Martelella,genus,366,365,38,38,109,109,2,1224,28211,356,255475,293088,
1300,Streptococcaceae,family,167,165,36,36,72,72,2,1239,91061,186826,1300,,
13687,Sphingomonas,genus,464,462,35,35,115,115,2,1224,28211,204457,41297,13687,
265,Paracoccus,genus,431,431,35,35,107,107,2,1224,28211,204455,31989,265,
1584,Lactobacillus delbrueckii,species,36,36,35,35,35,35,2,1239,91061,186826,33958,1578,1584
34072,Variovorax,genus,367,367,34,34,99,99,2,1224,28216,80840,80864,34072,
1822464,Paraburkholderia,genus,361,361,34,34,105,105,2,1224,28216,80840,119060,1822464,
531813,Pelagibacterium halotolerans,species,338,337,34,34,99,99,2,1224,28211,356,45401,1082930,531813
1082930,Pelagibacterium,genus,338,337,34,34,116,116,2,1224,28211,356,45401,1082930,
85025,Nocardiaceae,family,974,972,33,33,228,227,2,201174,1760,85007,85025,,
433,Acetobacteraceae,family,483,482,32,32,128,128,2,1224,28211,204441,433,,
358,Agrobacterium tumefaciens,species,654,654,31,31,132,132,2,1224,28211,356,82115,357,358
76892,Caulobacteraceae,family,474,474,31,31,125,125,2,1224,28211,204458,76892,,
204458,Caulobacterales,order,474,474,31,31,153,153,2,1224,28211,204458,,,
9605,Homo,genus,230,178,31,31,59,56,2759,7711,40674,9443,9604,9605,
9606,Homo sapiens,species,230,178,31,31,56,53,2759,7711,40674,9443,9604,9605,9606
90964,Staphylococcaceae,family,225,222,31,31,88,86,2,1239,91061,1385,90964,,
572511,Blautia,genus,190,190,31,31,69,69,2,1239,186801,186802,186803,572511,
1301,Streptococcus,genus,150,148,31,31,61,61,2,1239,91061,186826,1300,1301,1301
2591145,Cellulomonas sp. Y8,species,1095,1089,30,30,188,187,2,201174,1760,85006,85016,1707,2591145
1447062,Youhaiella tibetensis,species,898,896,30,30,245,244,2,1224,28211,356,45401,1827478,1447062
1827478,Youhaiella,genus,898,896,30,30,321,320,2,1224,28211,356,45401,1827478,
1632780,Phreatobacter,genus,840,840,30,30,217,217,2,1224,28211,1632780,1632780,1632780,
106591,Ensifer,genus,426,424,30,29,109,108,2,1224,28211,356,82115,106591,
1506553,Lachnoclostridium,genus,175,174,30,30,60,60,2,1239,186801,186802,186803,1506553,
72025,Fabales,order,152,144,30,30,64,62,2759,35493,72025,72025,,,
2048654,Solibacillus sp. R5-41,species,120,120,30,30,51,51,2,1239,91061,1385,186818,648800,2048654
335928,Xanthobacteraceae,family,459,459,29,29,125,125,2,1224,28211,356,335928,,
561879,Bacillus safensis,species,436,436,29,29,146,146,2,1239,91061,1385,186817,1386,561879
2488560,Pigmentiphaga sp. H8,species,159,159,29,29,51,51,2,1224,28216,80840,506,152267,2488560
335929,Erythrobacteraceae,family,328,326,28,28,89,89,2,1224,28211,204457,335929,,
1335060,Rhizobium sp. Q54,species,191,191,28,28,51,51,2,1224,28211,356,82115,379,1335060
85698,Achromobacter xylosoxidans,species,695,695,27,27,140,140,2,1224,28216,80840,506,222,85698
31957,Propionibacteriaceae,family,648,644,27,27,159,158,2,201174,1760,85009,31957,,
384,Rhizobium leguminosarum,species,508,507,27,27,86,85,2,1224,28211,356,82115,379,384
85413,Bosea,genus,390,390,27,27,92,92,2,1224,28211,356,41294,85413,
1279,Staphylococcus,genus,190,190,27,27,68,68,2,1239,91061,1385,90964,1279,
1117,Cyanobacteria,phylum,111,111,27,27,57,57,2,1117,,,,,
1870819,Paenibacillus sp. BIHB4019,species,82,82,27,27,37,37,2,1239,91061,1385,186822,44249,1870819
1643450,Devosia sp. H5989,species,911,910,26,26,246,246,2,1224,28211,356,45401,46913,1643450
324057,Paenibacillus sp. JDR-2,species,108,108,26,26,44,44,2,1239,91061,1385,186822,44249,324057
139208,Isoptericola variabilis,species,1903,1897,25,25,339,337,2,201174,1760,85006,85017,254250,139208
4447,Liliopsida,class,357,244,25,25,102,90,2759,35493,4447,,,,
135619,Oceanospirillales,order,279,279,25,25,92,92,2,1224,1236,135619,,,
203682,Planctomycetes,phylum,197,196,25,25,89,89,2,203682,,,,,
283,Comamonas,genus,184,184,25,25,51,51,2,1224,28216,80840,80864,283,
186623,Actinopteri,class,171,118,25,25,47,43,2759,7711,186623,,,,
186804,Peptostreptococcaceae,family,139,139,25,25,58,58,2,1239,186801,186802,186804,,
830,Butyrivibrio,genus,96,96,25,25,43,43,2,1239,186801,186802,186803,830,
60919,Sanguibacter,genus,965,959,24,24,226,224,2,201174,1760,85006,145360,60919,
60920,Sanguibacter keddieii,species,965,959,24,24,170,168,2,201174,1760,85006,145360,60919,60920
145360,Sanguibacteraceae,family,965,959,24,24,272,270,2,201174,1760,85006,145360,,
85012,Streptosporangiales,order,719,714,24,24,216,215,2,201174,1760,85012,,,
372663,Isoptericola dokdonensis,species,1453,1441,23,23,261,259,2,201174,1760,85006,85017,254250,372663
1827,Rhodococcus,genus,693,692,23,23,141,141,2,201174,1760,85007,85025,1827,
380,Sinorhizobium fredii,species,408,408,23,23,78,78,2,1224,28211,356,82115,28105,380
316,Pseudomonas stutzeri,species,183,183,23,23,50,50,2,1224,1236,72274,135621,286,316
1712516,Paenibacillus baekrokdamisoli,species,90,90,23,23,38,38,2,1239,91061,1385,186822,44249,1712516
38501,Blastococcus,genus,153,153,22,22,49,49,2,201174,1760,1643682,85030,38501,
138336,Blastococcus saxobsidens,species,153,153,22,22,43,43,2,201174,1760,1643682,85030,38501,138336
31,Myxococcaceae,family,83,83,22,22,35,35,2,1224,28221,29,31,,
33877,Agromyces,genus,972,963,21,21,202,200,2,201174,1760,85006,85023,33877,
2282475,Achromobacter sp. B7,species,455,455,21,21,119,119,2,1224,28216,80840,506,222,2282475
1881016,Achromobacter sp. MFA1 R4,species,332,332,21,21,74,74,2,1224,28216,80840,506,222,1881016
1060,Rhodobacter,genus,322,322,21,21,71,71,2,1224,28211,204455,31989,1060,
1073,Rhodopseudomonas,genus,304,304,21,21,72,72,2,1224,28211,356,41294,1073,
1076,Rhodopseudomonas palustris,species,304,304,21,21,58,58,2,1224,28211,356,41294,1073,1076
12916,Acidovorax,genus,260,260,21,21,66,66,2,1224,28216,80840,80864,12916,
29580,Janthinobacterium,genus,196,196,21,21,57,57,2,1224,28216,80840,75682,29580,
94624,Bordetella petrii,species,184,184,21,21,45,45,2,1224,28216,80840,506,517,94624
76634,Mycetocola,genus,88,87,21,21,32,31,2,201174,1760,85006,85023,76634,
2079792,Mycetocola sp. 449,species,88,87,21,21,29,28,2,201174,1760,85006,85023,76634,2079792
49283,Paenibacillus thiaminolyticus,species,86,86,21,21,35,35,2,1239,91061,1385,186822,44249,49283
1763538,Paenibacillus crassostreae,species,80,80,21,21,33,33,2,1239,91061,1385,186822,44249,1763538
2495582,Paenibacillus sp. 18JY67-1,species,66,66,21,21,31,31,2,1239,91061,1385,186822,44249,2495582
289244,Xylanimicrobium,genus,1220,1216,20,20,261,260,2,201174,1760,85006,85017,289244,
2509457,Xylanimicrobium sp. FW10M-9,species,1220,1216,20,20,197,196,2,201174,1760,85006,85017,289244,2509457
281472,Jiangella,genus,384,383,20,20,89,89,2,201174,1760,1217098,1217100,281472,
1217098,Jiangellales,order,384,383,20,20,129,128,2,201174,1760,1217098,,,
1217100,Jiangellaceae,family,384,383,20,20,101,101,2,201174,1760,1217098,1217100,,
206351,Neisseriales,order,323,322,20,20,101,101,2,1224,28216,206351,,,
4069,Solanales,order,320,242,20,20,80,75,2759,35493,4069,4069,,,
4143,Lamiales,order,316,302,20,20,120,119,2759,35493,4143,4143,,,
293089,Martelella mediterranea,species,189,188,20,20,49,48,2,1224,28211,356,255475,293088,293089
81852,Enterococcaceae,family,138,138,20,20,49,49,2,1239,91061,186826,81852,,
1890424,Synechococcales,order,124,124,20,20,48,48,2,1117,1890424,1890424,,,
1882832,Paenibacillaceae bacterium GAS479,species,108,108,20,20,44,44,2,1239,91061,1385,186822,1882832,1882832
32066,Fusobacteria,phylum,91,91,20,20,49,49,2,32066,,,,,
203490,Fusobacteriia,class,91,91,20,20,45,45,2,32066,203490,,,,
203491,Fusobacteriales,order,91,91,20,20,44,44,2,32066,203490,203491,,,
2480923,Cohnella sp. 18JY8-7,species,79,79,20,20,32,32,2,1239,91061,1385,186822,329857,2480923
528191,Paenibacillus xylanexedens,species,73,73,20,20,31,31,2,1239,91061,1385,186822,44249,528191
32,Myxococcus,genus,69,69,20,20,30,30,2,1224,28221,29,31,32,
1663,Arthrobacter,genus,830,827,19,19,175,175,2,201174,1760,85006,1268,1663,
6231,Nematoda,phylum,399,296,19,19,131,117,2759,6231,,,,,
119089,Chromadorea,class,399,296,19,19,116,105,2759,6231,119089,,,,
48736,Ralstonia,genus,347,289,19,19,74,71,2,1224,28216,80840,119060,48736,
4479,Poaceae,family,302,201,19,19,62,56,2759,35493,4447,38820,4479,,
38820,Poales,order,302,201,19,19,70,62,2759,35493,4447,38820,,,
106592,Ensifer adhaerens,species,281,280,19,18,55,54,2,1224,28211,356,82115,106591,106592
31988,Aminobacter,genus,251,251,19,19,64,64,2,1224,28211,356,69277,31988,
28256,Halomonadaceae,family,210,210,19,19,61,61,2,1224,1236,135619,28256,,
1502,Clostridium perfringens,species,99,97,19,19,35,35,2,1239,186801,186802,31979,1485,1502
1393,Brevibacillus brevis,species,92,92,19,19,38,38,2,1239,91061,1385,186822,55080,1393
2566013,Cellulomonas sp. Z28,species,1070,1065,18,18,167,166,2,201174,1760,85006,85016,1707,2566013
1762,Mycobacteriaceae,family,736,735,18,18,164,164,2,201174,1760,85007,1762,,
1898203,Lachnospiraceae bacterium,species,356,356,18,18,86,86,2,1239,186801,186802,186803,1898203,1898203
118882,Brucellaceae,family,236,236,18,18,71,71,2,1224,28211,356,118882,,
414371,Aureimonas,genus,227,225,18,17,61,59,2,1224,28211,356,255475,414371,
1125847,Rhizobium sp. NT-26,species,170,170,18,18,44,44,2,1224,28211,356,82115,379,1125847
135622,Alteromonadales,order,145,145,18,18,52,52,2,1224,1236,135622,,,
44251,Paenibacillus durus,species,75,75,18,18,29,29,2,1239,91061,1385,186822,44249,44251
2066483,Candidatus Dependentiae bacterium (ex Spumella elongata CCAP 955/1),species,24,24,18,18,21,21,2,2066483,2066483,2066483,2066483,2066483,2066483
85021,Intrasporangiaceae,family,1039,1033,17,16,233,231,2,201174,1760,85006,85021,,
1847,Pseudonocardia,genus,407,407,17,17,90,90,2,201174,1760,85010,2070,1847,
206389,Rhodocyclales,order,333,332,17,17,110,110,2,1224,28216,206389,,,
217204,Achromobacter insolitus,species,314,314,17,17,66,66,2,1224,28216,80840,506,222,217204
31993,Methylocystaceae,family,246,246,17,17,64,64,2,1224,28211,356,31993,,
93217,Pandoraea,genus,201,201,17,17,53,53,2,1224,28216,80840,119060,93217,
28209,Chelatococcus,genus,186,185,17,17,48,48,2,1224,28211,356,2036754,28209,
2036754,Chelatococcaceae,family,186,185,17,17,54,53,2,1224,28211,356,2036754,,
165696,Novosphingobium,genus,178,177,17,17,43,43,2,1224,28211,204457,41297,165696,
1860,Geodermatophilus,genus,161,160,17,17,46,46,2,201174,1760,1643682,85030,1860,
1861,Geodermatophilus obscurus,species,161,160,17,17,39,39,2,201174,1760,1643682,85030,1860,1861
1406,Paenibacillus polymyxa,species,137,137,17,17,41,41,2,1239,91061,1385,186822,44249,1406
5794,Apicomplexa,phylum,123,82,17,17,33,29,2759,5794,,,,,
422676,Aconoidasida,class,118,77,17,17,27,25,2759,5794,422676,,,,
5819,Haemosporida,order,117,76,17,17,27,24,2759,5794,422676,5819,,,
5820,Plasmodium,genus,117,76,17,17,25,24,2759,5794,422676,5819,1639119,5820,
1639119,Plasmodiidae,family,117,76,17,17,26,24,2759,5794,422676,5819,1639119,,
544448,Tenericutes,phylum,113,113,17,17,54,54,2,544448,,,,,
841,Roseburia,genus,100,100,17,17,32,32,2,1239,186801,186802,186803,841,
166486,Roseburia intestinalis,species,79,79,17,17,26,26,2,1239,186801,186802,186803,841,166486
51101,Brevibacillus agri,species,50,50,17,17,24,24,2,1239,91061,1385,186822,55080,51101
125316,Beutenbergiaceae,family,954,952,16,16,239,238,2,201174,1760,85006,125316,,
6236,Rhabditida,order,312,270,16,16,85,82,2759,6231,119089,6236,,,
1499392,Chromobacteriaceae,family,233,232,16,16,60,60,2,1224,28216,206351,1499392,,
84593,Verrucosispora,genus,187,186,16,16,66,66,2,201174,1760,85008,28056,84593,
478070,Labrenzia,genus,180,180,16,16,44,44,2,1224,28211,204455,31989,478070,
2541726,Microbacterium sp. dk512,species,159,158,16,16,39,38,2,201174,1760,85006,85023,33882,2541726
2745,Halomonas,genus,145,145,16,16,39,39,2,1224,1236,135619,28256,2745,
88,Leptothrix,genus,102,102,16,16,33,33,2,1224,28216,80840,88,88,
207244,Anaerostipes,genus,99,98,16,16,32,32,2,1239,186801,186802,186803,207244,
2494549,Paenibacillus sp. MBLB1234,species,72,72,16,16,28,28,2,1239,91061,1385,186822,44249,2494549
76632,Thermobacillus,genus,68,68,16,16,33,33,2,1239,91061,1385,186822,76632,
377615,Thermobacillus composti,species,68,68,16,16,26,26,2,1239,91061,1385,186822,76632,377615
1462996,Paenibacillus yonginensis,species,57,57,16,16,24,24,2,1239,91061,1385,186822,44249,1462996
1711,Cellulomonas flavigena,species,1074,1068,15,15,165,164,2,201174,1760,85006,85016,1707,1711
47857,Micromonospora echinaurantiaca,species,262,262,15,15,46,46,2,201174,1760,85008,28056,1873,47857
2008794,Zoogloeaceae,family,262,262,15,15,69,69,2,1224,28216,206389,2008794,,
1063,Rhodobacter sphaeroides,species,212,212,15,15,42,42,2,1224,28211,204455,31989,1060,1063
655351,Cohaesibacteraceae,family,144,144,15,15,43,43,2,1224,28211,356,655351,,
1851544,Orrella dioscoreae,species,140,140,15,15,33,33,2,1224,28216,80840,506,1921582,1851544
1921582,Orrella,genus,140,140,15,15,43,43,2,1224,28216,80840,506,1921582,
31969,Mollicutes,class,108,108,15,15,46,46,2,544448,31969,,,,
1350,Enterococcus,genus,105,105,15,15,34,34,2,1239,91061,186826,81852,1350,
1520,Clostridium beijerinckii,species,101,101,15,15,35,35,2,1239,186801,186802,31979,1485,1520
909932,Negativicutes,class,94,93,15,15,40,40,2,1239,909932,,,,
3803,Fabaceae,family,76,72,15,15,30,29,2759,35493,72025,72025,3803,,
1695218,Paenibacillus sp. 32O-W,species,64,64,15,15,27,27,2,1239,91061,1385,186822,44249,1695218
186807,Peptococcaceae,family,58,58,15,15,25,25,2,1239,186801,186802,186807,,
79263,Paenibacillus chitinolyticus,species,52,52,15,15,22,22,2,1239,91061,1385,186822,44249,79263
1912216,Cutibacterium,genus,40,40,15,15,18,18,2,201174,1760,85009,31957,1912216,
2528021,Planctomycetes bacterium ETA_A8,species,40,40,15,15,19,19,2,203682,2528021,2528021,2528021,2528021,2528021
5204,Basidiomycota,phylum,31,31,15,15,20,20,2759,5204,,,,,
1747,Cutibacterium acnes,species,20,20,15,15,15,15,2,201174,1760,85009,31957,1912216,1747
228972,Xylanibacterium,genus,1055,1050,14,14,210,209,2,201174,1760,85006,85017,228972,
2509459,Xylanibacterium sp. 2JSPR-7,species,1055,1050,14,14,157,156,2,201174,1760,85006,85017,228972,2509459
32002,Achromobacter denitrificans,species,541,541,14,14,95,95,2,1224,28216,80840,506,222,32002
135613,Chromatiales,order,252,252,14,14,71,71,2,1224,1236,135613,,,
1572860,Hartmannibacter,genus,248,248,14,14,62,62,2,1224,28211,356,1572860,1572860,
963,Herbaspirillum,genus,221,221,14,14,52,52,2,1224,28216,80840,75682,963,
1825976,Neorhizobium sp. NCHU2750,species,187,187,14,14,41,41,2,1224,28211,356,82115,1525371,1825976
88138,Modestobacter,genus,161,161,14,14,44,44,2,201174,1760,1643682,85030,88138,
477641,Modestobacter marinus,species,161,161,14,14,38,38,2,201174,1760,1643682,85030,88138,477641
