taxid,scientific_name,level,total,unique,signature,unique_signature,weighted_support,unique_weighted_support,superkingdom,phylum,class,order,family,genus,species
400634,Lysinibacillus,genus,24327,21240,9947,8735,14871,13035,2,1239,91061,1385,186817,400634,
186801,Clostridia,class,13904,12141,8344,7345,10335,9084,2,1239,186801,,,,
186802,Clostridiales,order,13619,11893,8209,7231,10037,8826,2,1239,186801,186802,,,
201174,Actinobacteria,phylum,15471,10963,7448,6617,9793,8327,2,201174,,,,,
186818,Planococcaceae,family,21815,18981,7163,6251,13299,11597,2,1239,91061,1385,186818,,
1760,Actinobacteria,class,10866,9577,6690,5950,8139,7205,2,201174,1760,,,,
1608473,Acinetobacter sp. NCu2D-2,species,18287,16003,6345,5607,8528,7525,2,1224,1236,72274,468,469,1608473
135621,Pseudomonadaceae,family,15242,13340,6315,5571,9112,8008,2,1224,1236,72274,135621,,
286,Pseudomonas,genus,15007,13131,5912,5226,8334,7333,2,1224,1236,72274,135621,286,
544448,Tenericutes,phylum,6843,5902,5381,4662,5957,5151,2,544448,,,,,
31969,Mollicutes,class,6681,5758,5189,4497,5700,4928,2,544448,31969,,,,
186329,Acholeplasmatales,order,5832,5035,4915,4265,5227,4525,2,544448,31969,186329,,,
2146,Acholeplasmataceae,family,5831,5034,4915,4265,5199,4501,2,544448,31969,186329,2146,,
2147,Acholeplasma,genus,5691,4919,4858,4216,5114,4429,2,544448,31969,186329,2146,2147,
7711,Chordata,phylum,22906,12381,4270,4018,8318,6456,2759,7711,,,,,
186826,Lactobacillales,order,22233,11083,4170,3739,7816,5923,2,1239,91061,186826,,,
648800,Solibacillus,genus,14638,12761,4170,3662,7725,6769,2,1239,91061,1385,186818,648800,
338,Xanthomonas,genus,31229,26893,4162,3608,12591,10884,2,1224,1236,135614,32033,338,
2169540,Lysinibacillus sp. 2017,species,12536,10941,3858,3404,5930,5224,2,1239,91061,1385,186817,400634,2169540
237,Flavobacterium,genus,10887,9296,3853,3296,5793,4960,2,976,117743,200644,49546,237,
117747,Sphingobacteriia,class,7573,6571,3819,3300,5243,4540,2,976,117747,,,,
200666,Sphingobacteriales,order,7564,6563,3819,3300,5221,4521,2,976,117747,200666,,,
84566,Sphingobacteriaceae,family,7523,6523,3819,3300,5147,4457,2,976,117747,200666,84566,,
264636,Acholeplasma hippikon,species,4755,4115,3701,3199,4027,3482,2,544448,31969,186329,2146,2147,264636
35493,Streptophyta,phylum,31175,18391,3677,3152,11296,8501,2759,35493,,,,,
1386,Bacillus,genus,12785,11078,3613,3103,6242,5400,2,1239,91061,1385,186817,1386,
85009,Propionibacteriales,order,5363,4800,3558,3212,4154,3737,2,201174,1760,85009,,,
85015,Nocardioidaceae,family,5079,4553,3480,3142,3976,3580,2,201174,1760,85009,85015,,
200643,Bacteroidia,class,6330,5599,3455,3098,4415,3941,2,976,200643,,,,
186803,Lachnospiraceae,family,6329,5544,3382,2981,4363,3840,2,1239,186801,186802,186803,186803,186803
171549,Bacteroidales,order,6002,5312,3373,3024,4229,3776,2,976,200643,171549,,,
40674,Mammalia,class,8769,7885,3345,3165,5006,4617,2759,7711,40674,,,,
1839,Nocardioides,genus,4816,4316,3154,2858,3639,3282,2,201174,1760,85009,85015,1839,
4447,Liliopsida,class,25477,13487,3150,2695,8343,6092,2759,35493,4447,,,,
38820,Poales,order,24824,12921,3108,2655,7962,5802,2759,35493,4447,38820,,,
4479,Poaceae,family,24819,12916,3108,2655,7773,5710,2759,35493,4447,38820,4479,,
91347,Enterobacterales,order,20223,11016,3102,2891,6341,5034,2,1224,1236,91347,,,
76892,Caulobacteraceae,family,6513,5708,3078,2719,4270,3760,2,1224,28211,204458,76892,,
204458,Caulobacterales,order,6513,5708,3078,2719,4341,3822,2,1224,28211,204458,,,
225991,Comamonas aquatica,species,15829,13774,2973,2591,5869,5108,2,1224,28216,80840,80864,283,225991
204455,Rhodobacterales,order,6703,5923,2944,2623,4149,3687,2,1224,28211,204455,204455,204455,204455
31989,Rhodobacteraceae,family,6486,5728,2911,2593,3907,3471,2,1224,28211,204455,31989,,
33958,Lactobacillaceae,family,4339,3850,2598,2343,3070,2755,2,1239,91061,186826,33958,,
1578,Lactobacillus,genus,4270,3791,2572,2318,2978,2674,2,1239,91061,186826,33958,1578,
28453,Sphingobacterium,genus,5296,4590,2553,2193,3316,2858,2,976,117747,200666,84566,28453,28453
41275,Brevundimonas,genus,5546,4866,2541,2244,3537,3118,2,1224,28211,204458,76892,41275,41275
128780,Stenotrophomonas acidaminiphila,species,21529,18528,2330,2033,4895,4241,2,1224,1236,135614,32033,40323,128780
76853,Solibacillus silvestris,species,10164,8825,2254,1977,4037,3537,2,1239,91061,1385,186818,648800,76853
4512,Hordeum,genus,19273,8484,2179,1825,5265,3725,2759,35493,4447,38820,4479,4512,
4513,Hordeum vulgare,species,19272,8483,2179,1825,5128,3702,2759,35493,4447,38820,4479,4512,4513
6656,Arthropoda,phylum,6903,5652,2092,1829,3615,3082,2759,6656,,,,,
50557,Insecta,class,5430,4663,2006,1754,3086,2680,2759,6656,50557,,,,
2500546,Nocardioides sp. HY056,species,3643,3275,1970,1796,2414,2189,2,201174,1760,85009,85015,1839,2500546
768503,Cytophagia,class,5354,4565,1921,1627,3058,2607,2,976,768503,,,,
768507,Cytophagales,order,5354,4565,1921,1627,3028,2581,2,976,768503,768507,,,
6231,Nematoda,phylum,8722,7257,1866,1596,4146,3561,2759,6231,,,,,
32630,synthetic construct,species,80122,23282,1862,1624,15807,7353,32630,32630,32630,32630,32630,32630,32630
119089,Chromadorea,class,8559,7103,1861,1592,3948,3392,2759,6231,119089,,,,
7147,Diptera,order,4280,3654,1750,1540,2563,2234,2759,6656,50557,7147,,,
356,Rhizobiales,order,6847,5994,1702,1491,3264,2858,2,1224,28211,356,,,
59734,Empedobacter,genus,3179,2733,1690,1464,2086,1808,2,976,117743,200644,49546,59734,
247,Empedobacter brevis,species,3167,2723,1689,1463,2017,1748,2,976,117743,200644,49546,59734,247
9989,Rodentia,order,4341,4004,1688,1659,2234,2148,2759,7711,40674,9989,,,
10066,Muridae,family,4312,3976,1674,1645,2176,2096,2759,7711,40674,9989,10066,,
59732,Chryseobacterium,genus,4666,4028,1667,1456,2492,2166,2,976,117743,200644,49546,59732,
2048654,Solibacillus sp. R5-41,species,8675,7528,1628,1434,3146,2761,2,1239,91061,1385,186818,648800,2048654
83618,Pseudoxanthomonas,genus,17297,14875,1602,1388,5837,5039,2,1224,1236,135614,32033,83618,
77133,uncultured bacterium,species,14730,11088,1572,1362,4545,3851,2,77133,77133,77133,77133,77133,77133
119060,Burkholderiaceae,family,22902,14491,1568,1413,6121,5019,2,1224,28216,80840,119060,,
40324,Stenotrophomonas maltophilia,species,31111,26813,1476,1285,5045,4368,2,1224,1236,135614,32033,40323,40324
186822,Paenibacillaceae,family,3597,3123,1425,1248,2063,1803,2,1239,91061,1385,186822,,
10088,Mus,genus,3806,3520,1424,1411,1867,1814,2759,7711,40674,9989,10066,10088,
10090,Mus musculus,species,3804,3518,1416,1403,1783,1738,2759,7711,40674,9989,10066,10088,10090
32013,Comamonas terrigena,species,10931,9546,1380,1207,3157,2761,2,1224,28216,80840,80864,283,32013
12916,Acidovorax,genus,14952,13059,1370,1223,4568,4008,2,1224,28216,80840,80864,12916,12916
543,Enterobacteriaceae,family,16499,7645,1319,1198,3731,2699,2,1224,1236,91347,543,,
6308,Strongylida,order,3808,2955,1297,1100,1904,1613,2759,6231,119089,6308,,,
89373,Cytophagaceae,family,3015,2575,1285,1081,1774,1510,2,976,768503,768507,89373,,
31979,Clostridiaceae,family,3930,3429,1254,1098,2035,1780,2,1239,186801,186802,31979,,
1899017,Candidatus Melainabacteria bacterium MEL.A1,species,1835,1640,1245,1125,1422,1280,2,1798710,1899017,1899017,1899017,1899017,1899017
2070463,Lysinibacillus sp. SGAir0095,species,5589,4856,1238,1095,2038,1796,2,1239,91061,1385,186817,400634,2070463
28883,Caudovirales,order,34458,7857,1236,1110,5630,2351,10239,28883,28883,28883,,,
44249,Paenibacillus,genus,2930,2546,1218,1068,1652,1447,2,1239,91061,1385,186822,44249,
314722,Pseudoxanthomonas suwonensis,species,13675,11762,1200,1046,2730,2371,2,1224,1236,135614,32033,83618,314722
83614,Luteimonas,genus,12625,10853,1192,1015,4001,3443,2,1224,1236,135614,32033,83614,
5653,Kinetoplastida,order,2253,1983,1185,1050,1499,1320,2759,5653,5653,5653,,,
204457,Sphingomonadales,order,3830,3306,1089,937,1906,1647,2,1224,28211,204457,,,
285,Comamonas testosteroni,species,12897,11270,1085,965,3337,2929,2,1224,28216,80840,80864,283,285
68,Lysobacter,genus,14253,12288,1078,948,4406,3820,2,1224,1236,135614,32033,68,
1485,Clostridium,genus,3160,2774,1053,926,1561,1372,2,1239,186801,186802,31979,1485,
171552,Prevotellaceae,family,2154,1895,1044,919,1382,1223,2,976,200643,171549,171552,,
1903414,Morganellaceae,family,2064,1914,1036,1007,1324,1264,2,1224,1236,91347,1903414,,
216778,Stenotrophomonas rhizophila,species,19047,16306,1025,880,3020,2594,2,1224,1236,135614,32033,40323,216778
2157,Archaea,superkingdom,1358,1145,1007,829,1172,978,2157,,,,,,
838,Prevotella,genus,2038,1788,981,864,1277,1129,2,976,200643,171549,171552,838,
28890,Euryarchaeota,phylum,1284,1077,978,803,1097,910,2157,28890,,,,,
1649,Kurthia,genus,4658,4043,971,839,1947,1691,2,1239,91061,1385,186818,1649,
815,Bacteroidaceae,family,2235,1990,966,871,1361,1222,2,976,200643,171549,815,,
816,Bacteroides,genus,2234,1989,965,870,1320,1186,2,976,200643,171549,815,816,
583,Proteus,genus,1373,1317,930,914,1053,1028,2,1224,1236,91347,1903414,583,
108981,Acinetobacter schindleri,species,12004,10403,912,809,2800,2456,2,1224,1236,72274,468,469,108981
48736,Ralstonia,genus,16800,9157,885,824,3571,2880,2,1224,28216,80840,119060,48736,
541000,Ruminococcaceae,family,2899,2562,877,773,1449,1283,2,1239,186801,186802,541000,,
1300,Streptococcaceae,family,2164,1897,860,755,1220,1070,2,1239,91061,186826,1300,,
90964,Staphylococcaceae,family,12398,6461,848,734,2805,2145,2,1239,91061,1385,90964,,
316068,Leadbetterella byssophila,species,1324,1129,837,701,937,791,2,976,768503,768507,89373,319458,316068
319458,Leadbetterella,genus,1324,1129,837,701,954,806,2,976,768503,768507,89373,319458,
2136182,Acinetobacter cumulans,species,9135,7926,814,728,2055,1810,2,1224,1236,72274,468,469,2136182
41297,Sphingomonadaceae,family,3277,2834,813,692,1486,1281,2,1224,28211,204457,41297,,
1301,Streptococcus,genus,1949,1708,808,714,1086,957,2,1239,91061,186826,1300,1301,
305,Ralstonia solanacearum,species,15667,8169,790,747,3141,2564,2,1224,28216,80840,119060,48736,305
85006,Micrococcales,order,3432,2968,784,690,1556,1352,2,201174,1760,85006,,,
40214,Acinetobacter johnsonii,species,10927,9460,753,661,2353,2051,2,1224,1236,72274,468,469,40214
28090,Acinetobacter lwoffii,species,10402,8993,752,654,2309,2006,2,1224,1236,72274,468,469,28090
1279,Staphylococcus,genus,11776,5984,726,634,2261,1747,2,1239,91061,1385,90964,1279,1279
1808001,Acinetobacter sp. LoGeW2-3,species,9968,8572,715,615,2177,1882,2,1224,1236,72274,468,469,1808001
584,Proteus mirabilis,species,1122,1090,713,704,828,814,2,1224,1236,91347,1903414,583,584
28031,Lysinibacillus fusiformis,species,7665,6630,694,597,1977,1718,2,1239,91061,1385,186817,400634,28031
9779,Proboscidea,order,1193,1077,683,621,899,813,2759,7711,40674,9779,,,
9780,Elephantidae,family,1193,1077,683,621,895,810,2759,7711,40674,9779,9780,,
1324350,Acinetobacter equi,species,7334,6357,673,591,1600,1402,2,1224,1236,72274,468,469,1324350
52959,Polaribacter,genus,3471,2982,655,549,1359,1156,2,976,117743,200644,49546,52959,
84998,Coriobacteriia,class,4712,1478,652,576,1244,818,2,201174,84998,,,,
135622,Alteromonadales,order,4749,4113,649,563,1906,1651,2,1224,1236,135622,,,
82115,Rhizobiaceae,family,2674,2355,632,557,1160,1024,2,1224,28211,356,82115,,
177937,Colpodellaceae,family,1136,972,624,524,787,665,2759,177937,177937,177937,177937,,
470,Acinetobacter baumannii,species,8619,7516,618,544,1705,1494,2,1224,1236,72274,468,469,470
506,Alcaligenaceae,family,5951,5156,617,515,2089,1793,2,1224,28216,80840,506,,
80865,Delftia,genus,8726,7620,589,513,2516,2193,2,1224,28216,80840,80864,80865,
1407071,Acinetobacter sp. TGL-Y2,species,5770,5014,586,499,1315,1139,2,1224,1236,72274,468,469,1407071
9784,Loxodonta,genus,1135,1023,571,522,799,723,2759,7711,40674,9779,9780,9784,
9785,Loxodonta africana,species,1135,1023,571,522,796,720,2759,7711,40674,9779,9780,9784,9785
1636603,Acinetobacter sp. ACNIH1,species,8669,7466,532,474,1691,1478,2,1224,1236,72274,468,469,1636603
75682,Oxalobacteraceae,family,5065,4429,531,463,1752,1531,2,1224,28216,80840,75682,,
76831,Myroides,genus,2537,2129,526,463,1028,887,2,976,117743,200644,49546,76831,
160795,Ureibacillus,genus,2733,2351,523,432,1116,950,2,1239,91061,1385,186818,160795,
1879050,Acinetobacter wuhouensis,species,7472,6500,518,452,1514,1324,2,1224,1236,72274,468,469,1879050
1750719,Kurthia sp. 11kri321,species,3105,2670,507,438,948,816,2,1239,91061,1385,186818,1649,1750719
135619,Oceanospirillales,order,3900,3374,505,442,1450,1256,2,1224,1236,135619,,,
104267,Tenacibaculum,genus,3518,3016,502,438,1218,1051,2,976,117743,200644,49546,104267,104267
27830,Strongylidae,family,1923,1452,502,414,803,662,2759,6231,119089,6308,27830,,
2079596,Acinetobacter sp. SWBY1,species,6997,5996,488,439,1395,1215,2,1224,1236,72274,468,469,2079596
1904944,Stenotrophomonas sp. LM091,species,11521,9909,482,418,1665,1432,2,1224,1236,135614,32033,40323,1904944
1853230,Crocinitomicaceae,family,1559,1289,474,393,802,665,2,976,117743,200644,1853230,,
332102,Fluviicola,genus,1554,1284,469,389,742,615,2,976,117743,200644,1853230,332102,332102
2094242,Victivallales bacterium CCUG 44730,species,909,771,468,405,571,489,2,256845,1313211,278082,2094242,2094242,2094242
1495144,methanogenic archaeon ISO4-H5,species,816,652,468,356,594,463,2157,28890,183967,1495144,1495144,1495144,1495144
1421,Lysinibacillus sphaericus,species,8511,7366,467,420,2055,1802,2,1239,91061,1385,186817,400634,1421
1775411,Rhodanobacteraceae,family,6971,6000,456,395,2855,2462,2,1224,1236,135614,1775411,,
203691,Spirochaetes,phylum,987,861,456,397,640,559,2,203691,,,,,
203692,Spirochaetia,class,987,861,456,397,618,540,2,203691,203692,,,,
1461583,Lysinibacillus saudimassiliensis,species,3206,2754,454,401,916,801,2,1239,91061,1385,186817,400634,1461583
10239,Viruses,superkingdom,12352,3160,452,402,3828,1324,10239,,,,,,
84567,Pedobacter,genus,2126,1861,448,397,857,755,2,976,117747,200666,84566,84567,
588932,Brevundimonas naejangsanensis,species,3246,2838,435,380,1022,898,2,1224,28211,204458,76892,41275,588932
2081964,Lysinibacillus sp. B2A1,species,4399,3774,434,359,1077,916,2,1239,91061,1385,186817,400634,2081964
191579,Fluviicola taffensis,species,1451,1213,433,367,652,549,2,976,117743,200644,1853230,332102,191579
756892,Acinetobacter indicus,species,6810,5852,430,360,1278,1095,2,1224,1236,72274,468,469,756892
563835,Chitinophagaceae,family,1572,1367,426,365,756,655,2,976,1853228,1853229,563835,,
1853228,Chitinophagia,class,1572,1367,426,365,784,680,2,976,1853228,,,,
1853229,Chitinophagales,order,1572,1367,426,365,778,674,2,976,1853228,1853229,,,
85023,Microbacteriaceae,family,1657,1435,425,377,730,638,2,201174,1760,85006,85023,,
136,Spirochaetales,order,780,682,423,367,529,462,2,203691,203692,136,,,
74201,Verrucomicrobia,phylum,1054,914,419,365,645,561,2,74201,,,,,
572511,Blautia,genus,1962,1728,418,371,818,726,2,1239,186801,186802,186803,572511,
28221,Deltaproteobacteria,class,2441,2126,409,348,1029,891,2,1224,28221,,,,
343,Xanthomonas translucens,species,10783,9308,403,359,1499,1312,2,1224,1236,135614,32033,338,343
137,Spirochaetaceae,family,716,629,403,352,491,432,2,203691,203692,136,137,,
339,Xanthomonas campestris,species,11432,9766,394,327,1506,1285,2,1224,1236,135614,32033,338,339
186623,Actinopteri,class,4832,3782,390,333,1325,1102,2759,7711,186623,,,,
188941,Cercomonadida,order,580,516,386,350,453,406,2759,136419,188941,188941,,,
1650,Kurthia zopfii,species,2608,2275,379,328,769,674,2,1239,91061,1385,186818,1649,1650
996,Flavobacterium columnare,species,2313,1946,377,327,706,606,2,976,117743,200644,49546,237,996
7214,Drosophilidae,family,1189,1043,371,330,601,532,2759,6656,50557,7147,7214,,
72275,Alteromonadaceae,family,2603,2225,366,314,960,820,2,1224,1236,135622,72275,,
1506553,Lachnoclostridium,genus,1701,1506,366,330,664,596,2,1239,186801,186802,186803,1506553,
81852,Enterococcaceae,family,15805,5402,364,330,2792,1526,2,1239,91061,186826,81852,,
415229,Pseudoxanthomonas spadix,species,5941,5099,360,308,969,837,2,1224,1236,135614,32033,83618,415229
830,Butyrivibrio,genus,1164,994,359,299,570,481,2,1239,186801,186802,186803,830,
1569,Sporosarcina,genus,2336,2007,354,306,841,725,2,1239,91061,1385,186818,1569,
28065,Rhodoferax,genus,5229,4575,352,302,1283,1117,2,1224,28216,80840,80864,28065,
135624,Aeromonadales,order,1728,1535,352,336,741,674,2,1224,1236,135624,,,
84642,Aeromonadaceae,family,1722,1529,352,336,696,635,2,1224,1236,135624,84642,,
51173,Ureibacillus thermosphaericus,species,2025,1746,351,291,634,539,2,1239,91061,1385,186818,160795,51173
206351,Neisseriales,order,4167,3640,347,311,1581,1389,2,1224,28216,206351,,,
171550,Rikenellaceae,family,829,746,346,316,476,432,2,976,200643,171549,171550,,
1871111,Acinetobacter defluvii,species,5276,4606,342,299,1006,884,2,1224,1236,72274,468,469,1871111
157,Treponema,genus,530,464,341,295,393,343,2,203691,203692,136,137,157,
265,Paracoccus,genus,1933,1728,340,312,676,612,2,1224,28211,204455,31989,265,
1372,Planococcus,genus,2230,1934,333,299,773,679,2,1239,91061,1385,186818,1372,
202954,Acinetobacter tandoii,species,6466,5614,330,296,1117,988,2,1224,1236,72274,468,469,202954
224756,Methanomicrobia,class,482,407,330,275,395,331,2157,28890,224756,,,,
642,Aeromonas,genus,1399,1262,325,310,545,506,2,1224,1236,135624,84642,642,
1221880,Psychrobacillus,genus,2399,2042,324,288,807,701,2,1239,91061,1385,186817,1221880,
239759,Alistipes,genus,734,665,322,296,424,389,2,976,200643,171549,171550,239759,
1553900,Oligoflexia,class,630,552,321,278,415,363,2,1224,1553900,,,,
1758189,Acinetobacter sp. ACNIH2,species,6227,5379,319,280,1051,917,2,1224,1236,72274,468,469,1758189
1646498,Acinetobacter sp. TTH0-4,species,4902,4218,319,277,907,787,2,1224,1236,72274,468,469,1646498
1643822,Eggerthellales,order,4184,1013,319,280,818,450,2,201174,84998,1643822,,,
1643826,Eggerthellaceae,family,4184,1013,319,280,779,433,2,201174,84998,1643822,1643826,,
2158,Methanobacteriales,order,373,318,310,257,335,281,2157,28890,183925,2158,,,
183925,Methanobacteria,class,373,318,310,257,335,281,2157,28890,183925,,,,
2159,Methanobacteriaceae,family,373,318,309,256,331,278,2157,28890,183925,2158,2159,,
56458,Xanthomonas sacchari,species,9066,7805,308,265,1200,1037,2,1224,1236,135614,32033,338,56458
216851,Faecalibacterium,genus,826,728,308,268,432,378,2,1239,186801,186802,541000,216851,216851
853,Faecalibacterium prausnitzii,species,823,725,308,268,421,368,2,1239,186801,186802,541000,216851,853
1060,Rhodobacter,genus,1630,1455,305,281,596,538,2,1224,28211,204455,31989,1060,1060
909932,Negativicutes,class,1863,1339,303,263,661,534,2,1239,909932,,,,
1706369,Cellvibrionales,order,1206,1046,299,258,567,492,2,1224,1236,1706369,,,
2191,Methanomicrobiales,order,437,369,294,247,355,300,2157,28890,224756,2191,,,
2172,Methanobrevibacter,genus,358,303,291,240,314,261,2157,28890,183925,2158,2159,2172,
346,Xanthomonas citri,species,14168,12177,289,257,1699,1480,2,1224,1236,135614,32033,338,346
1350,Enterococcus,genus,15296,4955,284,259,2372,1288,2,1239,91061,186826,81852,1350,
128827,Erysipelotrichaceae,family,1287,1113,284,254,567,500,2,1239,526524,526525,128827,,
526524,Erysipelotrichia,class,1287,1113,284,254,645,567,2,1239,526524,,,,
526525,Erysipelotrichales,order,1287,1113,284,254,621,546,2,1239,526524,526525,,,
6236,Rhabditida,order,5515,4789,280,247,1968,1714,2759,6231,119089,6236,,,
2651279,Pradoshia,genus,491,438,280,259,335,306,2,1239,91061,1385,186817,2651279,
2651284,Pradoshia sp. D12,species,491,438,280,259,318,291,2,1239,91061,1385,186817,2651279,2651284
97478,Lactobacillus mucosae,species,348,321,279,254,294,269,2,1239,91061,186826,33958,1578,97478
312277,Flavobacterium indicum,species,1729,1452,278,240,530,456,2,976,117743,200644,49546,237,312277
13687,Sphingomonas,genus,1675,1446,276,236,571,491,2,1224,28211,204457,41297,13687,
40216,Acinetobacter radioresistens,species,3373,2879,274,241,670,585,2,1224,1236,72274,468,469,40216
1016,Capnocytophaga,genus,1510,1305,273,237,561,484,2,976,117743,200644,49546,1016,
41819,Ceratopogonidae,family,339,307,271,242,286,256,2759,6656,50557,7147,41819,,
183967,Thermoplasmata,class,299,238,269,212,280,222,2157,28890,183967,,,,
2072025,Lysinibacillus sp. YS11,species,4441,3827,267,245,868,766,2,1239,91061,1385,186817,400634,2072025
85007,Corynebacteriales,order,2065,1799,265,225,746,647,2,201174,1760,85007,,,
414999,Opitutae,class,703,607,264,229,403,349,2,74201,414999,,,,
41820,Culicoides,genus,338,306,264,235,280,250,2759,6656,50557,7147,41819,41820,
5708,Bodonidae,family,423,373,263,238,319,285,2759,5653,5653,5653,5708,,
561,Escherichia,genus,13403,4937,262,241,1898,1167,2,1224,1236,91347,543,561,
47420,Hydrogenophaga,genus,4818,4234,259,225,1092,958,2,1224,28216,80840,80864,47420,
84999,Coriobacteriales,order,731,651,259,224,416,367,2,201174,84998,84999,,,
135620,Oceanospirillaceae,family,973,829,257,221,450,386,2,1224,1236,135619,135620,,
1706371,Cellvibrionaceae,family,775,673,256,219,399,346,2,1224,1236,1706369,1706371,,
308865,Elizabethkingia,genus,1421,1212,255,225,561,488,2,976,117743,200644,49546,308865,
2109691,Lachnospiraceae bacterium GAM79,species,1038,926,254,242,406,375,2,1239,186801,186802,186803,2109691,2109691
179676,Culicoides sonorensis,species,332,300,253,226,269,241,2759,6656,50557,7147,41819,41820,179676
29430,Acinetobacter haemolyticus,species,4581,3979,251,224,811,714,2,1224,1236,72274,468,469,29430
1798710,Candidatus Melainabacteria,phylum,367,328,249,225,293,263,2,1798710,,,,,
106649,Acinetobacter guillouiae,species,4831,4200,248,215,834,732,2,1224,1236,72274,468,469,106649
34072,Variovorax,genus,4571,3975,243,213,1017,889,2,1224,28216,80840,80864,34072,
45401,Hyphomicrobiaceae,family,1064,924,240,207,424,368,2,1224,28211,356,45401,,
1115656,Murshidia,genus,258,204,236,184,242,190,2759,6231,119089,6308,27830,1115656,
649196,Sphingobacterium hotanense,species,1437,1241,235,203,454,393,2,976,117747,200666,84566,28453,649196
2192,Methanocorpusculum,genus,378,318,235,193,284,235,2157,28890,224756,2191,88404,2192,
88404,Methanocorpusculaceae,family,378,318,235,193,287,238,2157,28890,224756,2191,88404,,
204441,Rhodospirillales,order,7822,3111,232,210,1787,974,2,1224,28211,204441,,,
1649468,Melaminivora,genus,4328,3800,232,208,1034,907,2,1224,28216,80840,80864,1649468,
300,Pseudomonas mendocina,species,2509,2203,232,201,570,499,2,1224,1236,72274,135621,286,300
69,Lysobacter enzymogenes,species,5914,5096,229,201,838,730,2,1224,1236,135614,32033,68,69
371142,Sphingobacterium daejeonense,species,1345,1142,229,194,430,364,2,976,117747,200666,84566,28453,371142
7215,Drosophila,genus,1022,892,229,202,420,368,2759,6656,50557,7147,7214,7215,
39488,Anaerobutyricum hallii,species,646,556,229,199,312,269,2,1239,186801,186802,186803,2569097,39488
2569097,Anaerobutyricum,genus,646,556,229,199,323,279,2,1239,186801,186802,186803,2569097,
83984,Methanocorpusculum labreanum,species,378,318,229,187,272,223,2157,28890,224756,2191,88404,2192,83984
89404,Glaciecola,genus,1205,990,228,191,464,384,2,1224,1236,135622,72275,89404,
562,Escherichia coli,species,13339,4878,226,205,1553,913,2,1224,1236,91347,543,561,562
35623,Acholeplasma oculi,species,907,797,226,198,426,371,2,544448,31969,186329,2146,2147,35623
134623,Opitutaceae,family,641,554,226,198,338,295,2,74201,414999,415000,134623,,
415000,Opitutales,order,641,554,226,198,345,301,2,74201,414999,415000,,,
2062,Streptomycetaceae,family,1548,1358,225,192,568,493,2,201174,1760,85011,2062,,
85011,Streptomycetales,order,1548,1358,225,192,599,521,2,201174,1760,85011,,,
4890,Ascomycota,phylum,2665,1294,224,209,740,489,2759,4890,,,,,
553814,Acidovorax carolinensis,species,4857,4191,223,195,828,717,2,1224,28216,80840,80864,12916,553814
2489595,Glaciecola sp. THG-3.7,species,1160,951,223,187,422,349,2,1224,1236,135622,72275,89404,2489595
106648,Acinetobacter bereziniae,species,4284,3734,219,194,718,631,2,1224,1236,72274,468,469,106648
403776,Sphingobacterium sp. PM2-P1-29,species,1351,1176,218,189,430,372,2,976,117747,200666,84566,28453,403776
